name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,selling_price
Chevrolet Sail 1.3 LS,2016,60000,Diesel,Individual,Manual,Second Owner,22.0,1248.0,74.0,5.0,190.0,1750.0,250000
Ford Figo Diesel EXI,2012,104500,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,200000
Renault Duster 110PS Diesel RxL,2012,120000,Diesel,Individual,Manual,Third Owner,19.0,1461.0,108.45,5.0,248.0,2250.0,400000
Maruti Swift ZDi,2014,100000,Diesel,Individual,Manual,Second Owner,22.0,1248.0,74.0,5.0,190.0,2000.0,509999
Honda Civic 1.8 V MT,2008,90000,Petrol,Individual,Manual,Third Owner,13.0,1799.0,130.0,5.0,172.0,4300.0,375000
Maruti Wagon R LXI,2005,150000,Petrol,Individual,Manual,Third Owner,18.0,998.0,67.1,5.0,90.0,3500.0,150000
Maruti Wagon R AX,2006,60000,Petrol,Individual,Automatic,First Owner,18.0,998.0,67.1,5.0,90.0,3500.0,75000
Hyundai Verna 1.4 VTVT,2015,50000,Petrol,Individual,Manual,Second Owner,17.4,1396.0,105.5,5.0,135.3,5000.0,465000
Hyundai Grand i10 1.2 CRDi Asta,2019,10000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,2000.0,700000
Mahindra Scorpio 1.99 S10,2015,120000,Diesel,Individual,Manual,Third Owner,15.0,1997.0,120.0,7.0,280.0,2300.0,950000
Hyundai i20 1.2 Asta,2017,40000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,610000
Hyundai Santro GS zipDrive - Euro II,2004,120000,Petrol,Individual,Manual,Second Owner,,,,,,,60000
Maruti Alto 800 LXI,2014,50000,Petrol,Individual,Manual,First Owner,22.7,796.0,47.3,5.0,69.0,3500.0,235000
Nissan Terrano XE 85 PS,2014,90000,Diesel,Individual,Manual,First Owner,20.4,1461.0,83.8,5.0,200.0,1900.0,472000
Mahindra Supro LX 8 Str,2018,10000,Diesel,Individual,Manual,First Owner,23.0,909.0,45.0,8.0,98.0,2300.0,500000
Maruti Alto K10 VXI,2019,27000,Petrol,Individual,Manual,First Owner,23.9,998.0,67.05,5.0,90.0,3500.0,360000
Maruti Swift Dzire VDI,2016,70000,Diesel,Individual,Manual,First Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,649000
Maruti Omni MPI CARGO BSIV,2017,50000,Petrol,Individual,Manual,First Owner,16.0,796.0,34.2,5.0,59.0,2500.0,200000
Maruti Swift 1.3 VXi,2008,60000,Petrol,Individual,Manual,First Owner,,,,,,,240000
Hyundai Grand i10 CRDi Magna,2014,110000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,160.0,2125.0,400000
Maruti Celerio VDi,2015,100000,Diesel,Individual,Manual,Second Owner,27.6,793.0,47.0,5.0,125.0,2000.0,250000
Mahindra Marazzo M6,2018,50000,Diesel,Individual,Manual,First Owner,17.0,1497.0,121.0,7.0,300.0,2125.0,1200000
Maruti Swift Vdi BSIII,2009,105000,Diesel,Individual,Manual,Second Owner,17.0,1248.0,75.0,5.0,190.0,2000.0,250000
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,110000,Diesel,Individual,Manual,First Owner,12.9,2494.0,100.6,8.0,200.0,2400.0,819999
Mahindra XUV500 W8 2WD,2014,60000,Diesel,Individual,Manual,Second Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,800000
Hyundai Santro Xing GLS,2010,60000,Petrol,Individual,Manual,Third Owner,17.9,1086.0,62.1,5.0,96.1,3000.0,150000
Chevrolet Beat Diesel LT,2012,90000,Diesel,Individual,Manual,First Owner,25.4,936.0,57.6,5.0,150.0,1750.0,170000
Renault Duster 110PS Diesel RxL,2013,81000,Diesel,Individual,Manual,Second Owner,19.0,1461.0,108.45,5.0,248.0,2250.0,360000
Hyundai Xcent 1.2 CRDi SX,2018,80000,Diesel,Individual,Manual,First Owner,25.0,1186.0,73.97,5.0,190.25,2000.0,570000
Renault Duster 110PS Diesel RxZ,2012,105000,Diesel,Individual,Manual,Second Owner,19.0,1461.0,108.45,5.0,248.0,2250.0,350000
Mahindra Ingenio CRDe,2017,60000,Diesel,Individual,Manual,First Owner,,,,,,,600000
Maruti Ertiga BSIV VXI,2017,227000,Petrol,Individual,Manual,First Owner,17.0,1373.0,91.1,7.0,130.0,4000.0,700000
Renault Duster 110PS Diesel RxZ,2012,100000,Diesel,Individual,Manual,Second Owner,19.0,1461.0,108.45,5.0,248.0,2250.0,375000
Maruti Eeco CNG 5 Seater AC BSIV,2019,60000,CNG,Individual,Manual,First Owner,16.455000000000002,1196.0,61.7,5.0,85.0,3000.0,450000
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,70000,Diesel,Individual,Manual,Third Owner,21.0,1396.0,88.76,5.0,219.6,2125.0,325000
Volkswagen Vento Diesel Comfortline,2011,120000,Diesel,Individual,Manual,Third Owner,20.5,1598.0,103.6,5.0,250.0,2000.0,260000
Maruti Alto LXi BSIII,2009,80000,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.3,5.0,62.0,3000.0,130000
Tata New Safari DICOR 2.2 EX 4x2,2008,120000,Diesel,Individual,Manual,Fourth & Above Owner,11.5,2179.0,138.1,7.0,320.0,2200.0,150000
Hyundai Santro Xing GLS,2014,40000,Petrol,Individual,Manual,First Owner,17.9,1086.0,62.1,5.0,96.1,3000.0,220000
Hyundai i10 Magna 1.2 iTech SE,2014,53000,Petrol,Individual,Manual,First Owner,20.3,1197.0,78.9,5.0,111.7,4000.0,275000
Maruti Swift LDI Optional,2017,60000,Diesel,Individual,Manual,First Owner,25.0,1248.0,74.0,5.0,190.0,2000.0,455000
Hyundai i20 1.2 Magna Executive,2017,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,570000
Volkswagen Vento Diesel Highline,2013,100000,Diesel,Individual,Manual,Third Owner,20.5,1598.0,103.6,5.0,250.0,2000.0,330000
Toyota Innova Crysta 2.4 VX MT BSIV,2018,70000,Diesel,Individual,Manual,First Owner,13.6,2393.0,147.8,7.0,343.0,2100.0,1576000
Maruti Ertiga ZDI,2012,98000,Diesel,Individual,Manual,Fourth & Above Owner,20.7,1248.0,88.8,7.0,200.0,1750.0,450000
Hyundai EON Magna Plus,2014,60000,Petrol,Individual,Manual,First Owner,21.0,814.0,55.2,5.0,74.5,4000.0,250000
Hyundai i10 Sportz,2010,80000,Petrol,Individual,Manual,Third Owner,20.3,1197.0,78.9,5.0,111.8,4000.0,165000
Mahindra Ssangyong Rexton RX7,2013,117000,Diesel,Dealer,Automatic,First Owner,11.1,2696.0,184.0,7.0,402.0,2300.0,800000
Tata Tigor 1.2 Revotron XZA,2017,19723,Petrol,Dealer,Automatic,First Owner,20.0,1199.0,84.0,5.0,114.0,3500.0,525000
Honda City 1.5 V MT Sunroof,2016,21446,Petrol,Dealer,Manual,First Owner,16.0,1497.0,116.3,5.0,146.0,4800.0,825000
Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017,52289,Diesel,Dealer,Manual,First Owner,25.0,1248.0,88.5,5.0,200.0,1750.0,750000
Mahindra Scorpio S4 Plus 4WD,2017,54470,Diesel,Dealer,Manual,First Owner,15.0,2179.0,120.0,7.0,280.0,2300.0,950000
Hyundai i20 1.4 CRDi Magna,2017,25471,Diesel,Dealer,Manual,First Owner,21.0,1396.0,90.0,5.0,219.66895999999997,2250.0,675000
Tata Tiago XT,2019,33928,Petrol,Dealer,Manual,First Owner,23.8,1199.0,84.48,5.0,113.0,3300.0,490000
Honda City 1.5 V MT,2009,54290,Petrol,Dealer,Manual,First Owner,17.0,1497.0,118.0,5.0,146.0,4800.0,350000
Honda Brio S MT,2016,2118,Petrol,Dealer,Manual,First Owner,19.0,1198.0,86.8,5.0,109.0,4500.0,475000
Mahindra Scorpio S4 7 Seater,2017,61379,Diesel,Dealer,Manual,First Owner,15.0,2179.0,120.0,7.0,280.0,2300.0,950000
Honda City i-VTEC S,2010,58544,Petrol,Dealer,Manual,Second Owner,17.0,1497.0,117.3,5.0,145.0,4600.0,350000
Maruti Wagon R VXI,2016,74381,Petrol,Dealer,Manual,First Owner,21.7,998.0,67.05,5.0,90.0,3500.0,400000
Maruti 800 DX 5 Speed,2001,35000,Petrol,Individual,Manual,Third Owner,16.0,796.0,37.0,4.0,59.0,2500.0,75000
Maruti Wagon R VXI,2008,65000,Petrol,Dealer,Manual,Second Owner,18.0,998.0,67.1,5.0,90.0,3500.0,175000
Mahindra Bolero 2011-2019 SLE,2014,74000,Diesel,Dealer,Manual,First Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,570000
Hyundai i10 Magna 1.2 iTech SE,2012,56000,Petrol,Individual,Manual,First Owner,20.3,1197.0,78.9,5.0,111.7,4000.0,270000
Hyundai Santro Magna,2019,19500,Petrol,Dealer,Manual,First Owner,20.0,1086.0,68.07,5.0,99.07,4500.0,434999
Hyundai i20 Asta Option 1.2,2015,30000,Petrol,Dealer,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,495000
Hyundai Xcent 1.2 VTVT S,2017,5000,Petrol,Individual,Manual,First Owner,20.1,1197.0,81.86,5.0,113.75,4000.0,600000
Hyundai Verna 1.6 VTVT S Option,2015,25000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.4,5.0,154.9,4200.0,700000
Maruti Swift VDI BSIV W ABS,2016,72000,Diesel,Dealer,Manual,First Owner,,,,,,,565000
Mahindra Bolero DI AC BSIII,2005,80000,Diesel,Individual,Manual,First Owner,13.0,2523.0,63.0,7.0,180.0,1470.0,250000
Skoda Rapid 1.6 MPI Ambition Plus,2013,29000,Petrol,Individual,Manual,Second Owner,15.0,1598.0,103.5,5.0,153.0,3800.0,409999
Nissan Terrano XL D Option,2016,56832,Diesel,Dealer,Manual,First Owner,19.8,1461.0,83.14,5.0,200.0,1750.0,495000
Hyundai Elite i20 Petrol Asta,2014,30528,Petrol,Dealer,Manual,First Owner,18.0,1197.0,81.86,5.0,114.73,4000.0,470000
Honda Amaze S Diesel,2013,65285,Diesel,Dealer,Manual,First Owner,24.0,1498.0,98.63,5.0,200.0,1750.0,350000
Toyota Innova Crysta 2.4 G MT 8 STR,2020,20102,Diesel,Dealer,Manual,First Owner,13.6,2393.0,147.51,8.0,343.0,2100.0,1560000
Honda Jazz 1.2 S i VTEC,2015,43000,Petrol,Dealer,Manual,First Owner,18.0,1199.0,88.7,5.0,110.0,4800.0,480000
Toyota Etios Liva 1.4 GD,2013,52380,Diesel,Dealer,Manual,First Owner,23.5,1364.0,67.04,5.0,170.0,2100.0,270000
Mahindra Bolero B2,2018,74250,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.96,7.0,210.0,1900.0,660000
Maruti Ignis 1.2 AMT Alpha BSIV,2017,57247,Petrol,Dealer,Automatic,First Owner,20.8,1197.0,81.8,5.0,113.0,4200.0,490000
Maruti Vitara Brezza ZDi Plus,2017,52000,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.5,5.0,200.0,1750.0,800000
Nissan Sunny XV,2011,47000,Petrol,Individual,Manual,Second Owner,16.9,1498.0,97.7,5.0,134.0,4000.0,350000
Ford Fiesta EXi 1.4 TDCi Ltd,2011,80000,Diesel,Individual,Manual,Third Owner,17.0,1399.0,68.0,5.0,159.848395,2000.0,170000
Tata Indica Vista Aqua 1.3 Quadrajet,2011,85000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,75.0,5.0,190.0,1750.0,125000
Maruti Swift Dzire VDi,2012,100000,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,400000
Nissan Sunny XV,2011,110000,Petrol,Individual,Manual,First Owner,16.9,1498.0,97.7,5.0,134.0,4000.0,250000
Fiat Linea Emotion (Diesel),2010,178000,Diesel,Individual,Manual,Second Owner,20.0,1248.0,91.7,5.0,209.0,2000.0,190000
Maruti Alto LX,2010,120000,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.3,5.0,62.0,3000.0,125000
Jeep Compass 2.0 Limited 4X4,2017,70000,Diesel,Individual,Manual,First Owner,16.0,1956.0,170.0,5.0,350.0,2125.0,1950000
Audi Q5 2.0 TDI,2011,120000,Diesel,Individual,Automatic,First Owner,12.0,1968.0,167.6,5.0,350.0,2125.0,1300000
Toyota Innova 2.5 G4 Diesel 8-seater,2010,155000,Diesel,Individual,Manual,Third Owner,12.0,2494.0,102.0,8.0,200.05565999999996,2400.0,786000
Maruti Wagon R VXI BS IV,2015,30000,Petrol,Individual,Manual,First Owner,20.5,998.0,67.04,5.0,90.0,3500.0,335000
Maruti Wagon R LXI Minor,2009,60000,Petrol,Individual,Manual,Third Owner,18.0,1061.0,67.0,5.0,84.0,3500.0,114999
Volkswagen Polo Diesel Comfortline 1.2L,2012,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.0,1199.0,73.9,5.0,180.0,2000.0,229999
Hyundai Verna 1.6 SX,2012,120000,Diesel,Individual,Manual,First Owner,22.3,1582.0,126.32,5.0,259.8,2325.0,395000
Maruti Swift Dzire VDI,2015,120000,Diesel,Individual,Manual,First Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,500000
Ford Figo Diesel Celebration Edition,2013,100000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,160.0,2000.0,240000
Hyundai i20 1.4 CRDi Asta,2010,120000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0,219.66895999999997,2250.0,215000
Maruti Swift VDI,2012,90000,Diesel,Individual,Manual,Second Owner,22.0,1248.0,74.0,5.0,190.0,2000.0,400000
Maruti Zen Estilo VXI BSIV,2012,90000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,5.0,90.0,3500.0,191000
Mahindra Xylo D4 BSIII,2013,100000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8.0,260.0,2000.0,351000
Toyota Etios VX,2011,120000,Petrol,Individual,Manual,Third Owner,17.0,1496.0,88.7,5.0,132.0,3000.0,300000
Ford Figo Aspire 1.5 TDCi Trend,2017,35000,Diesel,Individual,Manual,First Owner,25.8,1498.0,99.0,5.0,215.0,2375.0,700000
Maruti 800 AC BSIII,2002,120000,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,4.0,59.0,2500.0,120000
Hyundai Elite i20 Asta Option Diesel,2019,10000,Diesel,Individual,Manual,First Owner,22.5,1396.0,88.76,5.0,224.0,2125.0,850000
Mahindra Jeep CL 500 MDI,1994,100000,Diesel,Individual,Manual,Second Owner,,,,,,,120000
Honda WR-V i-DTEC VX,2017,65000,Diesel,Individual,Manual,Second Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,770000
Honda Civic 1.8 S MT,2007,90000,Petrol,Individual,Manual,Third Owner,13.0,1799.0,130.0,5.0,172.0,4300.0,245000
Maruti Alto K10 2010-2014 VXI,2012,90000,Petrol,Individual,Manual,First Owner,20.9,998.0,67.1,5.0,90.0,3500.0,250000
Hyundai i20 Active SX Diesel,2016,42323,Diesel,Dealer,Manual,First Owner,21.1,1396.0,88.76,5.0,219.66,2125.0,651000
Honda City V MT,2013,42462,Petrol,Dealer,Manual,First Owner,16.0,1497.0,116.3,5.0,146.0,4800.0,480000
Maruti Swift VDI BSIV,2015,54723,Diesel,Dealer,Manual,First Owner,25.0,1248.0,74.0,5.0,190.0,2000.0,470000
BMW X1 sDrive20d M Sport,2011,42545,Diesel,Dealer,Automatic,First Owner,19.6,1998.0,190.0,5.0,400.0,2125.0,1075000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,32000,Diesel,Dealer,Manual,First Owner,25.0,1248.0,88.5,5.0,200.0,1750.0,690000
Maruti Swift Dzire VDI Optional,2017,41232,Diesel,Dealer,Manual,First Owner,,,,,,,589000
Maruti Ignis 1.2 Delta BSIV,2018,20375,Petrol,Dealer,Manual,First Owner,20.8,1197.0,81.8,5.0,113.0,4200.0,480000
Maruti Swift ZDI Plus,2013,43978,Diesel,Dealer,Manual,Second Owner,28.0,1248.0,74.0,5.0,190.0,2000.0,450000
Maruti Vitara Brezza VDi Option,2018,50000,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.5,5.0,200.0,1750.0,770000
Hyundai i20 1.2 Asta Option,2018,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,700000
Maruti Ertiga ZDI,2014,90000,Diesel,Individual,Manual,First Owner,20.7,1248.0,88.8,7.0,200.0,1750.0,560000
Ford Ecosport Sports Diesel,2013,48000,Diesel,Dealer,Manual,Second Owner,21.0,1498.0,98.96,5.0,215.0,2125.0,475000
Honda Amaze E Diesel BSIV,2014,27233,Diesel,Dealer,Manual,First Owner,27.0,1498.0,98.63,5.0,200.0,1750.0,465000
Maruti Swift Dzire Tour LDI,2017,28832,Diesel,Dealer,Manual,First Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,520000
Tata Manza Aura Safire,2011,35000,Petrol,Individual,Manual,First Owner,15.0,1368.0,90.0,5.0,116.0,4750.0,225000
Maruti Ertiga ZXI,2015,35000,Petrol,Individual,Manual,First Owner,16.0,1373.0,93.7,7.0,130.0,4000.0,700000
Honda City 2017-2020 GXi,2006,80000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,78.0,5.0,124.54445499999999,2700.0,93150
Mahindra Quanto C4,2016,30000,Diesel,Individual,Manual,Second Owner,17.2,1493.0,100.0,7.0,240.0,2200.0,403000
Hyundai i10 Era,2009,50000,Petrol,Individual,Manual,Second Owner,19.8,1086.0,68.05,5.0,99.04,4500.0,229999
Maruti Swift Dzire VDI,2016,40000,Diesel,Individual,Manual,Second Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,525000
Mahindra XUV500 W7,2020,120000,Diesel,Individual,Manual,First Owner,15.0,2179.0,152.87,7.0,360.0,2275.0,830000
Maruti Ritz VDi,2011,60000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.9,5.0,113.0,4500.0,250000
Mahindra Bolero 2011-2019 DI - AC BS III,2014,110000,Diesel,Individual,Manual,First Owner,15.9,2523.0,63.0,9.0,180.0,1470.0,450000
Mahindra Scorpio 1.99 S4,2016,67000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,7.0,280.0,2300.0,745000
Ford Figo Diesel Titanium,2010,50000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,144000
Maruti Zen Estilo 1.1 VXI BSIII,2008,40000,Petrol,Individual,Manual,First Owner,18.0,1061.0,64.0,5.0,84.0,3500.0,120000
Mahindra Scorpio 2.6 CRDe,2003,98000,Diesel,Individual,Manual,First Owner,10.0,2179.0,120.0,8.0,290.0,2300.0,300000
Toyota Etios GD,2015,120000,Diesel,Individual,Manual,First Owner,23.5,1364.0,67.05,5.0,170.0,2100.0,475000
Maruti 800 AC,1994,60000,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,4.0,59.0,2500.0,45000
Maruti Vitara Brezza VDi Option,2017,80000,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.5,5.0,200.0,1750.0,775000
Maruti Ertiga VDI,2015,50000,Diesel,Individual,Manual,First Owner,20.7,1248.0,88.76,7.0,200.0,1750.0,700000
Tata Nexon 1.5 Revotorq XZ Plus,2017,70000,Diesel,Individual,Manual,First Owner,21.0,1497.0,108.5,5.0,260.0,2125.0,869999
Hyundai Elantra CRDi,2006,110000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,1991.0,112.2,5.0,245.16625,2300.0,155000
Tata Tiago 1.2 Revotron XZA,2019,30000,Petrol,Individual,Automatic,First Owner,23.8,1199.0,83.83,5.0,114.0,3500.0,550000
Maruti Swift Dzire VDI,2016,80000,Diesel,Individual,Manual,Second Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,600000
Maruti Swift Dzire VDi,2012,110000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,430000
Maruti Zen VXi - BS III,2003,120000,Petrol,Individual,Manual,Third Owner,17.0,993.0,60.0,5.0,78.0,4500.0,120000
Hyundai i20 Asta 1.2,2014,70000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,565000
Hyundai Elite i20 Asta Option Diesel,2018,60000,Diesel,Individual,Manual,First Owner,22.5,1396.0,88.76,5.0,224.0,2125.0,850000
Maruti Alto LXi BSIII,2006,90000,Petrol,Individual,Manual,First Owner,19.0,796.0,46.3,5.0,62.0,3000.0,160000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,90000,Diesel,Individual,Manual,Third Owner,12.0,2179.0,120.0,8.0,290.0,2300.0,450000
Hyundai i10 Sportz 1.1L,2015,50000,Petrol,Individual,Manual,First Owner,19.8,1086.0,68.05,5.0,99.04,4500.0,310000
Honda Amaze S i-Dtech,2013,90000,Diesel,Individual,Manual,Third Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,250000
Maruti Swift Dzire LDI,2015,115000,Diesel,Individual,Manual,Second Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,420000
Hyundai i20 Sportz AT 1.4,2013,150000,Petrol,Individual,Automatic,Second Owner,15.0,1396.0,98.6,5.0,136.3,4200.0,330000
Maruti Swift VXI Optional,2015,68000,Petrol,Individual,Manual,Second Owner,20.0,1197.0,81.8,5.0,113.0,4200.0,405000
Mahindra Bolero 2011-2019 ZLX,2013,90000,Diesel,Individual,Manual,Second Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,400000
Honda City V AT,2010,110000,Petrol,Individual,Automatic,Third Owner,15.0,1497.0,116.3,5.0,146.0,4800.0,409999
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,70000,Diesel,Individual,Manual,Second Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,500000
Hyundai Santro Xing XS eRLX Euro III,2006,118000,Petrol,Individual,Manual,First Owner,,,,,,,80000
Hyundai i10 Era,2007,100000,Petrol,Individual,Manual,Second Owner,19.8,1086.0,68.05,5.0,99.04,4500.0,135000
Maruti 800 Std BSII,2004,77000,Petrol,Individual,Manual,Third Owner,16.0,796.0,37.0,4.0,59.0,2500.0,45000
Maruti Swift Dzire VDI,2018,35500,Diesel,Individual,Manual,First Owner,28.0,1248.0,74.02,5.0,190.0,2000.0,650000
Maruti Wagon R VXI Optional,2018,17500,Petrol,Individual,Manual,First Owner,20.5,998.0,67.04,5.0,90.0,3500.0,400000
Maruti Alto K10 VXI,2017,27000,Petrol,Individual,Manual,First Owner,23.9,998.0,67.05,5.0,90.0,3500.0,350000
Maruti Wagon R LXI Optional,2016,25000,Petrol,Individual,Manual,First Owner,20.5,998.0,67.04,5.0,90.0,3500.0,350000
Maruti Swift Dzire LDI Optional,2015,80000,Diesel,Individual,Manual,First Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,459999
Maruti Alto LXi,2012,60000,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.3,5.0,62.0,3000.0,185000
Volkswagen Polo Diesel Highline 1.2L,2013,38000,Diesel,Individual,Manual,First Owner,22.0,1199.0,73.9,5.0,180.0,2000.0,550000
Maruti Wagon R Duo Lxi,2012,100000,LPG,Individual,Manual,Second Owner,19.65,998.0,58.2,5.0,77.0,3500.0,300000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,110000,Diesel,Individual,Manual,First Owner,12.0,2494.0,102.0,8.0,200.05565999999996,2400.0,900000
Honda BR-V i-DTEC S MT,2016,92000,Diesel,Individual,Manual,First Owner,21.0,1498.0,98.6,7.0,200.0,1750.0,900000
Mahindra Bolero 2011-2019 Plus AC,2012,180000,Diesel,Individual,Manual,Third Owner,15.9,2523.0,62.1,9.0,195.0,1820.0,550000
Maruti Baleno Zeta 1.2,2018,10000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.1,5.0,115.0,4000.0,625000
Maruti Alto 800 VXI,2017,35000,Petrol,Individual,Manual,Second Owner,24.0,796.0,47.3,5.0,69.0,3500.0,310000
Maruti Swift DDiS LDI,2017,35000,Diesel,Individual,Manual,First Owner,28.0,1248.0,74.0,5.0,190.0,2000.0,500000
Hyundai Grand i10 CRDi Sportz,2016,23000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,160.0,2125.0,610000
Tata Indigo CS LX (TDI) BS III,2012,150000,Diesel,Individual,Manual,Third Owner,19.0,1396.0,69.0,5.0,135.0,2500.0,150000
Hyundai Xcent 1.1 CRDi SX Option,2015,70000,Diesel,Individual,Manual,First Owner,24.0,1120.0,71.0,5.0,180.4,2125.0,480000
Hyundai i20 1.2 Asta Option,2017,40000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,650000
Hyundai i20 1.4 CRDi Magna,2012,100000,Diesel,Individual,Manual,Second Owner,21.0,1396.0,90.0,5.0,219.66895999999997,2250.0,290000
Maruti Alto 800 LXI,2017,50000,Petrol,Individual,Manual,Second Owner,24.0,796.0,47.3,5.0,69.0,3500.0,300000
Maruti Swift Dzire VDi,2010,120000,Diesel,Individual,Manual,Fourth & Above Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,270000
Hyundai Xcent 1.1 CRDi S,2015,60000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,71.0,5.0,180.4,2125.0,400000
Maruti Alto 800 LX,2015,28000,Petrol,Individual,Manual,Second Owner,22.7,796.0,47.3,5.0,69.0,3500.0,280000
Maruti Swift Dzire VXi,2009,60000,Petrol,Individual,Manual,Third Owner,17.0,1298.0,85.8,5.0,114.0,4000.0,250000
Ford Endeavour 3.2 Titanium AT 4X4,2018,12000,Diesel,Individual,Automatic,First Owner,10.9,3198.0,197.0,7.0,470.0,2125.0,3250000
Honda Amaze V Petrol BSIV,2019,4500,Petrol,Individual,Manual,First Owner,19.0,1199.0,88.76,5.0,110.0,4800.0,700000
Tata Indigo eCS VX BSIV,2013,70000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,140.0,2400.0,310000
Renault Duster 85PS Diesel RxE,2017,120000,Diesel,Individual,Manual,First Owner,19.8,1461.0,83.8,5.0,200.0,1750.0,650000
Honda Jazz 1.2 V AT i VTEC,2015,80000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,5.0,110.0,4800.0,600000
Tata New Safari DICOR 2.2 EX 4x2,2009,150000,Diesel,Individual,Manual,Fourth & Above Owner,11.5,2179.0,138.1,7.0,320.0,2200.0,150000
Mahindra Renault Logan 1.4 GLX Petrol,2009,120000,Petrol,Individual,Manual,First Owner,15.0,1390.0,75.0,5.0,107.87315,3000.0,135000
Maruti Swift Dzire VDI,2014,50000,Diesel,Individual,Manual,First Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,650000
Honda City V MT,2012,83000,Petrol,Individual,Manual,First Owner,16.0,1497.0,116.3,5.0,146.0,4800.0,550000
